Date,Energy
2023-01-01 00:00:00,509.93428306022463
2023-01-01 01:00:00,507.168997036801
2023-01-01 02:00:00,520.1227677988148
2023-01-01 03:00:00,550.5833649269753
2023-01-01 04:00:00,545.9002974325086
2023-01-01 05:00:00,541.217558293525
2023-01-01 06:00:00,572.8018146036728
2023-01-01 07:00:00,588.150509186731
2023-01-01 08:00:00,578.7610214680319
2023-01-01 09:00:00,589.6122223397513
2023-01-01 10:00:00,580.343868483502
2023-01-01 11:00:00,571.0292734120968
2023-01-01 12:00:00,575.8685188434175
2023-01-01 13:00:00,537.6029139502616
2023-01-01 14:00:00,503.1045573000009
2023-01-01 15:00:00,491.85880671518146
2023-01-01 16:00:00,471.602184308493
2023-01-01 17:00:00,477.88713096039845
2023-01-01 18:00:00,459.7266494499743
2023-01-01 19:00:00,431.4805754232684
2023-01-01 20:00:00,460.7935508016995
2023-01-01 21:00:00,456.2780247919688
2023-01-01 22:00:00,457.62858888572725
2023-01-01 23:00:00,429.1336251614581
2023-01-02 00:00:00,418.2459706709545
2023-01-02 01:00:00,420.4644224651518
2023-01-02 02:00:00,397.44455091670574
2023-01-02 03:00:00,404.95851128361915
2023-01-02 04:00:00,392.94573748524306
2023-01-02 05:00:00,387.11186248937753
2023-01-02 06:00:00,375.07773024478956
2023-01-02 07:00:00,412.12329393496833
2023-01-02 08:00:00,411.8533494402097
2023-01-02 09:00:00,390.69913086109165
2023-01-02 10:00:00,407.1500291031555
2023-01-02 11:00:00,382.733156103735
2023-01-02 12:00:00,386.91042800383013
2023-01-02 13:00:00,347.7170255262346
2023-01-02 14:00:00,321.15330454826596
2023-01-02 15:00:00,325.09052926564846
2023-01-02 16:00:00,339.85986086555664
2023-01-02 17:00:00,343.28722648935604
2023-01-02 18:00:00,340.9742608415912
2023-01-02 19:00:00,334.95218692980546
2023-01-02 20:00:00,305.3817471224569
2023-01-02 21:00:00,290.98486295456274
2023-01-02 22:00:00,281.772087535367
2023-01-02 23:00:00,302.9145320597453
2023-01-03 00:00:00,309.78689785111453
2023-01-03 01:00:00,274.52609474385986
2023-01-03 02:00:00,281.00777413175575
2023-01-03 03:00:00,273.30612852342944
2023-01-03 04:00:00,259.76768851731026
2023-01-03 05:00:00,272.00121429412764
2023-01-03 06:00:00,292.6212047440466
2023-01-03 07:00:00,311.2468071263706
2023-01-03 08:00:00,294.4624566619178
2023-01-03 09:00:00,288.27820914489354
2023-01-03 10:00:00,294.90347777296483
2023-01-03 11:00:00,314.414380315412
2023-01-03 12:00:00,304.8308955585062
2023-01-03 13:00:00,301.11771602522987
2023-01-03 14:00:00,278.9910165451093
2023-01-03 15:00:00,255.06688406349588
2023-01-03 16:00:00,271.31740051137984
2023-01-03 17:00:00,298.4422010827963
2023-01-03 18:00:00,297.00199865118964
2023-01-03 19:00:00,317.0726566090301
2023-01-03 20:00:00,324.3053771099828
2023-01-03 21:00:00,311.4029820178803
2023-01-03 22:00:00,318.63089412804857
2023-01-03 23:00:00,349.391625457368
2023-01-04 00:00:00,348.67510467516894
2023-01-04 01:00:00,379.9679777914491
2023-01-04 02:00:00,327.5730757096542
2023-01-04 03:00:00,344.0111257971587
2023-01-04 04:00:00,345.75206716192207
2023-01-04 05:00:00,339.7719201526047
2023-01-04 06:00:00,341.6071356833148
2023-01-04 07:00:00,301.85575739129695
2023-01-04 08:00:00,297.4623196345467
2023-01-04 09:00:00,304.6045710647816
2023-01-04 10:00:00,334.162451959612
2023-01-04 11:00:00,323.79704759413903
2023-01-04 12:00:00,307.6271755362752
2023-01-04 13:00:00,297.5920346645845
2023-01-04 14:00:00,315.900077018626
2023-01-04 15:00:00,322.47509921181967
2023-01-04 16:00:00,311.8798951364789
2023-01-04 17:00:00,322.14524379874604
2023-01-04 18:00:00,324.08679478570684
2023-01-04 19:00:00,343.4596945963646
2023-01-04 20:00:00,329.41863271881755
2023-01-04 21:00:00,322.86538978686224
2023-01-04 22:00:00,315.02322672421906
2023-01-04 23:00:00,285.7529277615767
2023-01-05 00:00:00,291.67533330286824
2023-01-05 01:00:00,296.896438746466
2023-01-05 02:00:00,296.99870787931525
2023-01-05 03:00:00,292.30696521181227
2023-01-05 04:00:00,263.99955037080395
2023-01-05 05:00:00,255.58664391549678
2023-01-05 06:00:00,248.7323535849614
2023-01-05 07:00:00,232.68680820052901
2023-01-05 08:00:00,229.46109396720885
2023-01-05 09:00:00,237.54211110349962
2023-01-05 10:00:00,275.2658291277102
2023-01-05 11:00:00,278.757385384347
2023-01-05 12:00:00,283.9083931988023
2023-01-05 13:00:00,282.419474883479
2023-01-05 14:00:00,244.04405057749813
2023-01-05 15:00:00,243.51377306851379
2023-01-05 16:00:00,244.71837726733432
2023-01-05 17:00:00,293.98321951704
2023-01-05 18:00:00,290.1360002214176
2023-01-05 19:00:00,296.1669470680898
2023-01-05 20:00:00,295.4727116739849
2023-01-05 21:00:00,272.0991509215943
2023-01-05 22:00:00,294.95560721189474
2023-01-05 23:00:00,309.9942678656302
2023-01-06 00:00:00,325.81490680649114
2023-01-06 01:00:00,307.62715771059635
2023-01-06 02:00:00,335.68304392931833
2023-01-06 03:00:00,307.6460226734727
2023-01-06 04:00:00,319.3831645494781
2023-01-06 05:00:00,363.1922770656777
2023-01-06 06:00:00,343.3815505630639
2023-01-06 07:00:00,332.05559597100853
2023-01-06 08:00:00,334.04862327276135
2023-01-06 09:00:00,323.9791101904373
2023-01-06 10:00:00,292.9658415691147
2023-01-06 11:00:00,294.33710106523523
2023-01-06 12:00:00,273.09102679071316
2023-01-06 13:00:00,282.5628754034168
2023-01-06 14:00:00,264.1743907187407
2023-01-06 15:00:00,295.17307881909153
2023-01-06 16:00:00,279.50801297236677
2023-01-06 17:00:00,273.06678264825325
2023-01-06 18:00:00,289.33712699564666
2023-01-06 19:00:00,264.71984066696757
2023-01-06 20:00:00,269.2690393590501
2023-01-06 21:00:00,295.4118944446987
2023-01-06 22:00:00,263.2622297534741
2023-01-06 23:00:00,266.9549069241202
2023-01-07 00:00:00,272.1525628090887
2023-01-07 01:00:00,287.7890202446349
2023-01-07 02:00:00,263.05000602707327
2023-01-07 03:00:00,236.6408737653877
2023-01-07 04:00:00,247.07970507772566
2023-01-07 05:00:00,253.01939854238938
2023-01-07 06:00:00,258.0292555493069
2023-01-07 07:00:00,264.95821973924643
2023-01-07 08:00:00,251.35772530767662
2023-01-07 09:00:00,256.0027992508967
2023-01-07 10:00:00,261.8642487168703
2023-01-07 11:00:00,247.57722035634296
2023-01-07 12:00:00,284.8927105792381
2023-01-07 13:00:00,294.3693689974739
2023-01-07 14:00:00,270.5432990534209
2023-01-07 15:00:00,283.6743712260975
2023-01-07 16:00:00,264.1807378215511
2023-01-07 17:00:00,279.9224298964001
2023-01-07 18:00:00,303.09434147654815
2023-01-07 19:00:00,286.680695109514
2023-01-07 20:00:00,305.9482176944004
2023-01-07 21:00:00,314.20383623313035
2023-01-07 22:00:00,330.6450394330202
2023-01-07 23:00:00,368.5808990860991
2023-01-08 00:00:00,363.6731367660417
2023-01-08 01:00:00,348.5984134788919
2023-01-08 02:00:00,330.80812488638145
2023-01-08 03:00:00,314.49191918707265
2023-01-08 04:00:00,312.9498849987906
2023-01-08 05:00:00,319.77292449512345
2023-01-08 06:00:00,325.30674048172386
2023-01-08 07:00:00,341.8504054624443
2023-01-08 08:00:00,342.1104433000025
2023-01-08 09:00:00,371.18112484314884
2023-01-08 10:00:00,365.8879881783897
2023-01-08 11:00:00,420.2913715101821
2023-01-08 12:00:00,432.8047184654822
2023-01-08 13:00:00,415.66156733715655
2023-01-08 14:00:00,394.24371737593435
2023-01-08 15:00:00,403.893165680798
2023-01-08 16:00:00,399.423909974281
2023-01-08 17:00:00,413.70391985612287
2023-01-08 18:00:00,423.16867234759377
2023-01-08 19:00:00,421.7120940944563
2023-01-08 20:00:00,404.77621973308817
2023-01-08 21:00:00,374.4792752393709
2023-01-08 22:00:00,365.54897619803046
2023-01-08 23:00:00,382.67695208449993
2023-01-09 00:00:00,386.958826967104
2023-01-09 01:00:00,362.0440513928643
2023-01-09 02:00:00,365.5076699098879
2023-01-09 03:00:00,373.2140175044646
2023-01-09 04:00:00,355.536868780442
2023-01-09 05:00:00,358.6113708993525
2023-01-09 06:00:00,359.7755452682725
2023-01-09 07:00:00,336.91613931166
2023-01-09 08:00:00,344.07188651862566
2023-01-09 09:00:00,355.28757704599036
2023-01-09 10:00:00,376.9486019094959
2023-01-09 11:00:00,398.02464295019394
2023-01-09 12:00:00,370.4712555910521
2023-01-09 13:00:00,351.71475479274966
2023-01-09 14:00:00,362.01546013692285
2023-01-09 15:00:00,372.291179155167
2023-01-09 16:00:00,382.59213288128797
2023-01-09 17:00:00,459.6467626943824
2023-01-09 18:00:00,471.06457290824574
2023-01-09 19:00:00,493.7758857118577
2023-01-09 20:00:00,512.8559209817217
2023-01-09 21:00:00,525.8837460078378
2023-01-09 22:00:00,519.5783611150308
2023-01-09 23:00:00,534.7577455248962
2023-01-10 00:00:00,519.3012412341448
2023-01-10 01:00:00,514.5648690993446
2023-01-10 02:00:00,504.85759814276247
